id,prompt,image_path,resolved_image_path,domain_tag,source_type,split
cc_seed_0044,"when choosing your new outdoor color palette , opt for something that will enhance your home 's architectural style and give you plenty of curb appeal .",images/cc_seed_0044.jpg,lora_experiment\seed_dataset\google_conceptual_captions_20000\images\cc_seed_0044.jpg,,,seed_train
cc_seed_0018,"funny animals of the week , animal pictures",images/cc_seed_0018.jpg,lora_experiment\seed_dataset\google_conceptual_captions_20000\images\cc_seed_0018.jpg,,,seed_train
cc_seed_0006,traditional ornamental floral paisley bandanna .,images/cc_seed_0006.jpg,lora_experiment\seed_dataset\google_conceptual_captions_20000\images\cc_seed_0006.jpg,,,seed_train
cc_seed_0037,young rock star jamming on a guitar,images/cc_seed_0037.jpg,lora_experiment\seed_dataset\google_conceptual_captions_20000\images\cc_seed_0037.jpg,,,seed_train
cc_seed_0012,this is real fast food !,images/cc_seed_0012.jpg,lora_experiment\seed_dataset\google_conceptual_captions_20000\images\cc_seed_0012.jpg,,,seed_train
cc_seed_0042,a small park with flags and a yellow banner around a tree in support of troops,images/cc_seed_0042.jpg,lora_experiment\seed_dataset\google_conceptual_captions_20000\images\cc_seed_0042.jpg,,,seed_train
cc_seed_0063,twilight over italian gothic structure and the medieval town,images/cc_seed_0063.jpg,lora_experiment\seed_dataset\google_conceptual_captions_20000\images\cc_seed_0063.jpg,,,seed_train
cc_seed_0033,"seamless border of orange roses and paisley , pattern on a white background .",images/cc_seed_0033.jpg,lora_experiment\seed_dataset\google_conceptual_captions_20000\images\cc_seed_0033.jpg,,,seed_train
cc_seed_0051,person shot from a cliff looking out at the lake and horizon .,images/cc_seed_0051.jpg,lora_experiment\seed_dataset\google_conceptual_captions_20000\images\cc_seed_0051.jpg,,,seed_train
cc_seed_0019,the sign promises as much as the glorious blue sky .,images/cc_seed_0019.jpg,lora_experiment\seed_dataset\google_conceptual_captions_20000\images\cc_seed_0019.jpg,,,seed_train
cc_seed_0058,year later the small shrubs doubled in size .,images/cc_seed_0058.jpg,lora_experiment\seed_dataset\google_conceptual_captions_20000\images\cc_seed_0058.jpg,,,seed_train
cc_seed_0057,master playing with his little golden retriever dog on the lawn,images/cc_seed_0057.jpg,lora_experiment\seed_dataset\google_conceptual_captions_20000\images\cc_seed_0057.jpg,,,seed_train
cc_seed_0017,american football player looks downfield during the second half of a football game against sports team,images/cc_seed_0017.jpg,lora_experiment\seed_dataset\google_conceptual_captions_20000\images\cc_seed_0017.jpg,,,seed_train
synthetic_001,football player in red uniform running across a wet stadium field,images/synthetic_001_sports.png,D:\pet's proektsii\multimodel_diffusion_push\synthetic_dataset\images\synthetic_001_sports.png,sports,synthetic_diffusion,synthetic_train
synthetic_002,basketball player jumping near the hoop under bright arena lights,images/synthetic_002_sports.png,D:\pet's proektsii\multimodel_diffusion_push\synthetic_dataset\images\synthetic_002_sports.png,sports,synthetic_diffusion,synthetic_train
synthetic_003,tennis racket and ball on a blue court with strong shadows,images/synthetic_003_sports.png,D:\pet's proektsii\multimodel_diffusion_push\synthetic_dataset\images\synthetic_003_sports.png,sports,synthetic_diffusion,synthetic_train
synthetic_004,cyclist on a mountain road during a cloudy morning race,images/synthetic_004_sports.png,D:\pet's proektsii\multimodel_diffusion_push\synthetic_dataset\images\synthetic_004_sports.png,sports,synthetic_diffusion,synthetic_train
synthetic_005,goalkeeper catching a ball during a night soccer match,images/synthetic_005_sports.png,D:\pet's proektsii\multimodel_diffusion_push\synthetic_dataset\images\synthetic_005_sports.png,sports,synthetic_diffusion,synthetic_train
synthetic_006,runner crossing a finish line in a city marathon,images/synthetic_006_sports.png,D:\pet's proektsii\multimodel_diffusion_push\synthetic_dataset\images\synthetic_006_sports.png,sports,synthetic_diffusion,synthetic_train
synthetic_007,swimmer diving into a blue Olympic pool,images/synthetic_007_sports.png,D:\pet's proektsii\multimodel_diffusion_push\synthetic_dataset\images\synthetic_007_sports.png,sports,synthetic_diffusion,synthetic_train
synthetic_008,ski jumper flying over a snowy mountain slope,images/synthetic_008_sports.png,D:\pet's proektsii\multimodel_diffusion_push\synthetic_dataset\images\synthetic_008_sports.png,sports,synthetic_diffusion,synthetic_train
synthetic_009,boxer training with a punching bag in a small gym,images/synthetic_009_sports.png,D:\pet's proektsii\multimodel_diffusion_push\synthetic_dataset\images\synthetic_009_sports.png,sports,synthetic_diffusion,synthetic_train
synthetic_010,baseball player swinging a bat in a sunny stadium,images/synthetic_010_sports.png,D:\pet's proektsii\multimodel_diffusion_push\synthetic_dataset\images\synthetic_010_sports.png,sports,synthetic_diffusion,synthetic_train
synthetic_011,ice hockey player skating fast with the puck,images/synthetic_011_sports.png,D:\pet's proektsii\multimodel_diffusion_push\synthetic_dataset\images\synthetic_011_sports.png,sports,synthetic_diffusion,synthetic_train
synthetic_012,surfer riding a large wave at sunset,images/synthetic_012_sports.png,D:\pet's proektsii\multimodel_diffusion_push\synthetic_dataset\images\synthetic_012_sports.png,sports,synthetic_diffusion,synthetic_train
synthetic_013,gymnast balancing on a beam under arena lights,images/synthetic_013_sports.png,D:\pet's proektsii\multimodel_diffusion_push\synthetic_dataset\images\synthetic_013_sports.png,sports,synthetic_diffusion,synthetic_train
synthetic_014,golden retriever sitting near a small river in autumn forest,images/synthetic_014_animals_nature.png,D:\pet's proektsii\multimodel_diffusion_push\synthetic_dataset\images\synthetic_014_animals_nature.png,animals_nature,synthetic_diffusion,synthetic_train
synthetic_015,white sheep standing on a snowy hill under pale sky,images/synthetic_015_animals_nature.png,D:\pet's proektsii\multimodel_diffusion_push\synthetic_dataset\images\synthetic_015_animals_nature.png,animals_nature,synthetic_diffusion,synthetic_train
synthetic_016,green turtle on a clean white studio background,images/synthetic_016_animals_nature.png,D:\pet's proektsii\multimodel_diffusion_push\synthetic_dataset\images\synthetic_016_animals_nature.png,animals_nature,synthetic_diffusion,synthetic_train
synthetic_017,deer silhouette near trees with orange sunset behind,images/synthetic_017_animals_nature.png,D:\pet's proektsii\multimodel_diffusion_push\synthetic_dataset\images\synthetic_017_animals_nature.png,animals_nature,synthetic_diffusion,synthetic_train
synthetic_018,brown horse running through a misty meadow,images/synthetic_018_animals_nature.png,D:\pet's proektsii\multimodel_diffusion_push\synthetic_dataset\images\synthetic_018_animals_nature.png,animals_nature,synthetic_diffusion,synthetic_train
synthetic_019,red fox standing beside a fallen tree in a forest,images/synthetic_019_animals_nature.png,D:\pet's proektsii\multimodel_diffusion_push\synthetic_dataset\images\synthetic_019_animals_nature.png,animals_nature,synthetic_diffusion,synthetic_train
synthetic_020,small bird perched on a branch after rain,images/synthetic_020_animals_nature.png,D:\pet's proektsii\multimodel_diffusion_push\synthetic_dataset\images\synthetic_020_animals_nature.png,animals_nature,synthetic_diffusion,synthetic_train
synthetic_021,gray cat sleeping near a window with plants,images/synthetic_021_animals_nature.png,D:\pet's proektsii\multimodel_diffusion_push\synthetic_dataset\images\synthetic_021_animals_nature.png,animals_nature,synthetic_diffusion,synthetic_train
synthetic_022,elephant walking near a watering hole in warm light,images/synthetic_022_animals_nature.png,D:\pet's proektsii\multimodel_diffusion_push\synthetic_dataset\images\synthetic_022_animals_nature.png,animals_nature,synthetic_diffusion,synthetic_train
synthetic_023,penguins standing together on an icy shore,images/synthetic_023_animals_nature.png,D:\pet's proektsii\multimodel_diffusion_push\synthetic_dataset\images\synthetic_023_animals_nature.png,animals_nature,synthetic_diffusion,synthetic_train
synthetic_024,butterfly on a purple flower in a sunny garden,images/synthetic_024_animals_nature.png,D:\pet's proektsii\multimodel_diffusion_push\synthetic_dataset\images\synthetic_024_animals_nature.png,animals_nature,synthetic_diffusion,synthetic_train
synthetic_025,owl sitting on a wooden fence at dusk,images/synthetic_025_animals_nature.png,D:\pet's proektsii\multimodel_diffusion_push\synthetic_dataset\images\synthetic_025_animals_nature.png,animals_nature,synthetic_diffusion,synthetic_train
synthetic_026,dolphin jumping above calm ocean water,images/synthetic_026_animals_nature.png,D:\pet's proektsii\multimodel_diffusion_push\synthetic_dataset\images\synthetic_026_animals_nature.png,animals_nature,synthetic_diffusion,synthetic_train
synthetic_027,singer holding a microphone on a small concert stage,images/synthetic_027_people_entertainment.png,D:\pet's proektsii\multimodel_diffusion_push\synthetic_dataset\images\synthetic_027_people_entertainment.png,people_entertainment,synthetic_diffusion,synthetic_train
synthetic_028,actor walking on a red carpet near photographers,images/synthetic_028_people_entertainment.png,D:\pet's proektsii\multimodel_diffusion_push\synthetic_dataset\images\synthetic_028_people_entertainment.png,people_entertainment,synthetic_diffusion,synthetic_train
synthetic_029,business woman presenting a chart in a modern office,images/synthetic_029_people_entertainment.png,D:\pet's proektsii\multimodel_diffusion_push\synthetic_dataset\images\synthetic_029_people_entertainment.png,people_entertainment,synthetic_diffusion,synthetic_train
synthetic_030,person dancing in colorful clothes during a city festival,images/synthetic_030_people_entertainment.png,D:\pet's proektsii\multimodel_diffusion_push\synthetic_dataset\images\synthetic_030_people_entertainment.png,people_entertainment,synthetic_diffusion,synthetic_train
synthetic_031,chef preparing pasta in a bright restaurant kitchen,images/synthetic_031_people_entertainment.png,D:\pet's proektsii\multimodel_diffusion_push\synthetic_dataset\images\synthetic_031_people_entertainment.png,people_entertainment,synthetic_diffusion,synthetic_train
synthetic_032,painter working on a large canvas in a studio,images/synthetic_032_people_entertainment.png,D:\pet's proektsii\multimodel_diffusion_push\synthetic_dataset\images\synthetic_032_people_entertainment.png,people_entertainment,synthetic_diffusion,synthetic_train
synthetic_033,teacher explaining a diagram on a classroom board,images/synthetic_033_people_entertainment.png,D:\pet's proektsii\multimodel_diffusion_push\synthetic_dataset\images\synthetic_033_people_entertainment.png,people_entertainment,synthetic_diffusion,synthetic_train
synthetic_034,musician playing an acoustic guitar near a cafe window,images/synthetic_034_people_entertainment.png,D:\pet's proektsii\multimodel_diffusion_push\synthetic_dataset\images\synthetic_034_people_entertainment.png,people_entertainment,synthetic_diffusion,synthetic_train
synthetic_035,photographer taking a portrait in a small studio,images/synthetic_035_people_entertainment.png,D:\pet's proektsii\multimodel_diffusion_push\synthetic_dataset\images\synthetic_035_people_entertainment.png,people_entertainment,synthetic_diffusion,synthetic_train
synthetic_036,two friends laughing at an outdoor street market,images/synthetic_036_people_entertainment.png,D:\pet's proektsii\multimodel_diffusion_push\synthetic_dataset\images\synthetic_036_people_entertainment.png,people_entertainment,synthetic_diffusion,synthetic_train
synthetic_037,child building a colorful toy tower on a carpet,images/synthetic_037_people_entertainment.png,D:\pet's proektsii\multimodel_diffusion_push\synthetic_dataset\images\synthetic_037_people_entertainment.png,people_entertainment,synthetic_diffusion,synthetic_train
synthetic_038,dancer practicing ballet in a mirrored rehearsal room,images/synthetic_038_people_entertainment.png,D:\pet's proektsii\multimodel_diffusion_push\synthetic_dataset\images\synthetic_038_people_entertainment.png,people_entertainment,synthetic_diffusion,synthetic_train
synthetic_039,minimal living room with green couch and wooden coffee table,images/synthetic_039_places_objects.png,D:\pet's proektsii\multimodel_diffusion_push\synthetic_dataset\images\synthetic_039_places_objects.png,places_objects,synthetic_diffusion,synthetic_train
synthetic_040,safe deposit box with paper money on a white background,images/synthetic_040_places_objects.png,D:\pet's proektsii\multimodel_diffusion_push\synthetic_dataset\images\synthetic_040_places_objects.png,places_objects,synthetic_diffusion,synthetic_train
synthetic_041,modern bridge over a river with glass buildings nearby,images/synthetic_041_places_objects.png,D:\pet's proektsii\multimodel_diffusion_push\synthetic_dataset\images\synthetic_041_places_objects.png,places_objects,synthetic_diffusion,synthetic_train
synthetic_042,bright bus station with empty benches and morning light,images/synthetic_042_places_objects.png,D:\pet's proektsii\multimodel_diffusion_push\synthetic_dataset\images\synthetic_042_places_objects.png,places_objects,synthetic_diffusion,synthetic_train
synthetic_043,small bookstore aisle with warm lamps and wooden shelves,images/synthetic_043_places_objects.png,D:\pet's proektsii\multimodel_diffusion_push\synthetic_dataset\images\synthetic_043_places_objects.png,places_objects,synthetic_diffusion,synthetic_train
synthetic_044,laptop and notebook on a clean office desk,images/synthetic_044_places_objects.png,D:\pet's proektsii\multimodel_diffusion_push\synthetic_dataset\images\synthetic_044_places_objects.png,places_objects,synthetic_diffusion,synthetic_train
synthetic_045,old bicycle leaning against a brick wall,images/synthetic_045_places_objects.png,D:\pet's proektsii\multimodel_diffusion_push\synthetic_dataset\images\synthetic_045_places_objects.png,places_objects,synthetic_diffusion,synthetic_train
synthetic_046,glass teapot and cups on a kitchen table,images/synthetic_046_places_objects.png,D:\pet's proektsii\multimodel_diffusion_push\synthetic_dataset\images\synthetic_046_places_objects.png,places_objects,synthetic_diffusion,synthetic_train
synthetic_047,quiet train platform with a yellow safety line,images/synthetic_047_places_objects.png,D:\pet's proektsii\multimodel_diffusion_push\synthetic_dataset\images\synthetic_047_places_objects.png,places_objects,synthetic_diffusion,synthetic_train
synthetic_048,cozy bedroom with blue blanket and bedside lamp,images/synthetic_048_places_objects.png,D:\pet's proektsii\multimodel_diffusion_push\synthetic_dataset\images\synthetic_048_places_objects.png,places_objects,synthetic_diffusion,synthetic_train
synthetic_049,city street corner with traffic lights after rain,images/synthetic_049_places_objects.png,D:\pet's proektsii\multimodel_diffusion_push\synthetic_dataset\images\synthetic_049_places_objects.png,places_objects,synthetic_diffusion,synthetic_train
synthetic_050,wooden fishing boat tied near a calm lake dock,images/synthetic_050_places_objects.png,D:\pet's proektsii\multimodel_diffusion_push\synthetic_dataset\images\synthetic_050_places_objects.png,places_objects,synthetic_diffusion,synthetic_train
