id,prompt,image_path,resolved_image_path,domain_tag,source_type,split
cc_seed_0044,"when choosing your new outdoor color palette , opt for something that will enhance your home 's architectural style and give you plenty of curb appeal .",images/cc_seed_0044.jpg,lora_experiment\seed_dataset\google_conceptual_captions_20000\images\cc_seed_0044.jpg,,,seed_train
cc_seed_0018,"funny animals of the week , animal pictures",images/cc_seed_0018.jpg,lora_experiment\seed_dataset\google_conceptual_captions_20000\images\cc_seed_0018.jpg,,,seed_train
cc_seed_0006,traditional ornamental floral paisley bandanna .,images/cc_seed_0006.jpg,lora_experiment\seed_dataset\google_conceptual_captions_20000\images\cc_seed_0006.jpg,,,seed_train
cc_seed_0037,young rock star jamming on a guitar,images/cc_seed_0037.jpg,lora_experiment\seed_dataset\google_conceptual_captions_20000\images\cc_seed_0037.jpg,,,seed_train
cc_seed_0012,this is real fast food !,images/cc_seed_0012.jpg,lora_experiment\seed_dataset\google_conceptual_captions_20000\images\cc_seed_0012.jpg,,,seed_train
cc_seed_0042,a small park with flags and a yellow banner around a tree in support of troops,images/cc_seed_0042.jpg,lora_experiment\seed_dataset\google_conceptual_captions_20000\images\cc_seed_0042.jpg,,,seed_train
cc_seed_0063,twilight over italian gothic structure and the medieval town,images/cc_seed_0063.jpg,lora_experiment\seed_dataset\google_conceptual_captions_20000\images\cc_seed_0063.jpg,,,seed_train
cc_seed_0033,"seamless border of orange roses and paisley , pattern on a white background .",images/cc_seed_0033.jpg,lora_experiment\seed_dataset\google_conceptual_captions_20000\images\cc_seed_0033.jpg,,,seed_train
cc_seed_0051,person shot from a cliff looking out at the lake and horizon .,images/cc_seed_0051.jpg,lora_experiment\seed_dataset\google_conceptual_captions_20000\images\cc_seed_0051.jpg,,,seed_train
cc_seed_0019,the sign promises as much as the glorious blue sky .,images/cc_seed_0019.jpg,lora_experiment\seed_dataset\google_conceptual_captions_20000\images\cc_seed_0019.jpg,,,seed_train
cc_seed_0058,year later the small shrubs doubled in size .,images/cc_seed_0058.jpg,lora_experiment\seed_dataset\google_conceptual_captions_20000\images\cc_seed_0058.jpg,,,seed_train
cc_seed_0057,master playing with his little golden retriever dog on the lawn,images/cc_seed_0057.jpg,lora_experiment\seed_dataset\google_conceptual_captions_20000\images\cc_seed_0057.jpg,,,seed_train
cc_seed_0017,american football player looks downfield during the second half of a football game against sports team,images/cc_seed_0017.jpg,lora_experiment\seed_dataset\google_conceptual_captions_20000\images\cc_seed_0017.jpg,,,seed_train
